[0.9711971197119712, 0.971997199719972, 0.97129712971297133, 0.97149714971497148, 0.971997199719972, 0.97029702970297027, 0.97179717971797175, 0.97149714971497148, 0.97089708970897093, 0.9715971597159716, 0.97269726972697268, 0.97089708970897093, 0.971997199719972, 0.97149714971497148, 0.97189718971897188, 0.97189718971897188, 0.97089708970897093, 0.97209720972097213, 0.9711971197119712, 0.9711971197119712, 0.97149714971497148, 0.9715971597159716, 0.9715971597159716, 0.97149714971497148, 0.97149714971497148, 0.97179717971797175, 0.97139713971397135, 0.97229722972297228, 0.97209720972097213, 0.97109710971097107]
0.971557155716
