[0.96809680968096812, 0.96829682968296826, 0.96809680968096812, 0.96729672967296731, 0.96869686968696866, 0.96719671967196719, 0.96699669966996704, 0.96749674967496746, 0.96799679967996799, 0.96789678967896786, 0.96759675967596759, 0.96829682968296826, 0.96739673967396744, 0.96709670967096706, 0.96729672967296731, 0.96719671967196719, 0.96759675967596759, 0.96749674967496746, 0.96859685968596865, 0.96749674967496746, 0.96789678967896786, 0.96709670967096706, 0.96649664966496651, 0.96739673967396744, 0.96739673967396744, 0.96739673967396744, 0.96899689968996905, 0.96749674967496746, 0.96709670967096706, 0.96749674967496746]
0.967630096343
